,codipreg,pregunta,pregunta_mask,x,y,cluster
1252,976,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.899314,28.576263,0
1253,977,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2020?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2020?,-22.855026,10.691537,14
1254,978,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.519276,3.2972696,8
1255,979,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2022?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2022?,-11.261603,-18.727766,18
1256,980,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.48184,3.2771442,8
1257,981,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2020?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2020?,-22.838953,10.675412,14
1258,982,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.54313,3.3514345,8
1259,983,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.971167,28.55868,0
1260,984,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.443289,3.4455163,8
1261,985,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2024?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2024?,-16.14518,18.306742,15
1262,986,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2022?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2022?,-11.220215,-18.769148,18
1263,987,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.505627,3.3460753,8
1264,988,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2023?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2023?,-18.331436,13.832701,17
1265,989,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.913889,28.495466,0
1266,990,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.568396,3.343828,8
1267,991,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,12.030535,28.514786,0
1268,992,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2019?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2019?,-14.154422,-3.9339337,13
1269,993,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.947919,28.602095,0
1270,994,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.86445,28.54008,0
1271,995,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.481739,3.2930863,8
1272,996,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.967815,28.517067,0
1273,997,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.43625,3.268331,8
1274,998,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.598358,3.4139256,8
1275,999,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2019?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2019?,-14.134322,-3.9540854,13
1276,1000,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.997655,28.552284,0
1277,1001,"Analizar la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la EPH para el año 1991.","[LOC] la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la [ORG] para el año 1991.",12.122445,15.281347,5
1278,1002,"Analizar la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la EPH para el año 1994.","[LOC] la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la [ORG] para el año 1994.",12.149653,15.308657,5
1279,1003,"Analizar la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la EPH para el año 1996.","[LOC] la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la [ORG] para el año 1996.",12.183044,15.342035,5
1280,1004,"Analizar la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la EPH para el año 1997.","[LOC] la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la [ORG] para el año 1997.",12.164426,15.323756,5
1281,1005,"Analizar la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la EPH para el año 1998.","[LOC] la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la [ORG] para el año 1998.",12.157425,15.316463,5
1282,1006,"Analizar la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la EPH para el año 2000.","[LOC] la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la [ORG] para el año 2000.",12.171757,15.330994,5
1283,1007,"Analizar la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la EPH para el año 2001.","[LOC] la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la [ORG] para el año 2001.",12.127195,15.285975,5
1284,1008,"Analizar la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la EPH para el año 2002.","[LOC] la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la [ORG] para el [MISC].",12.112163,15.270028,5
1285,1009,"Analizar la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la EPH para el año 2003.","[LOC] la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la [ORG] para el año 2003.",12.114384,15.27322,5
1286,1010,"Analizar la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la EPH para el año 2005.","[LOC] la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la [ORG] para el año 2005.",12.196392,15.355453,5
1287,1011,"Analizar la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la EPH para el año 2006.","[LOC] la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la [ORG] para el año 2006.",12.101104,15.260087,5
1288,1012,"Analizar la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la EPH para el año 2007.","[LOC] la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la [ORG] para el año 2007.",12.125176,15.28414,5
1289,1013,"Analizar la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la EPH para el año 2008.","[LOC] la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la [ORG] para el año 2008.",12.115263,15.274033,5
1290,1014,"Analizar la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la EPH para el año 2009.","[LOC] la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la [ORG] para el año 2009.",12.08672,15.245214,5
1291,1015,"Analizar la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la EPH para el año 2013.","[LOC] la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la [ORG] para el año 2013.",12.107176,15.265877,5
1292,1016,"Analizar la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la EPH para el año 2014.","[LOC] la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la [ORG] para el año 2014.",12.103999,15.262629,5
1293,1017,"Analizar la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la EPH para el año 2015.","[LOC] la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la [ORG] para el año 2015.",12.065698,15.224543,5
